G0	D0	L0	G1	D1	L1
OG0011946	0	0	NA	0.163531	0	NA
OG0011947	0	0	NA	0.163531	0	NA
OG0011948	0	0	NA	0.163531	0	NA
OG0011949	0.4772178	0	0	0	0	NA
OG0011951	0.5232619	0	0	0	0	NA
OG0011957	0	0	NA	0.1580799	0	0
OG0011963	0	0	NA	0.1636609	0	NA
OG0011964	0	0	NA	0.163532	0	NA
OG0011965	0	0	NA	0.163525	0	NA
OG0011967	0	0	NA	0.1635546	0	NA
OG0011968	0.5721008	0	0	0	0	NA
OG0011969	0	0	NA	0.1635635	0	NA
OG0011970	0	0	NA	0.1635635	0	NA
OG0011971	0	0	NA	0.1635635	0	NA
OG0011972	0.5000575	0	NA	0.0490549	0	NA
OG0011973	0	0	NA	0.1635177	0	NA
OG0011975	0	0	NA	0.1635098	0	NA
OG0011976	0.7139176	0	NA	0	0	NA
OG0011977	0	0	NA	0.1635449	0	NA
OG0011978	0	0	NA	0.1635654	0	NA
OG0011981	0.6904112	0	NA	0	0	NA
OG0011982	0.6904022	0	NA	0	0	NA
OG0011984	0.3834225	0	0	0.0054433	0	NA
OG0011985	0.9701289	1.0683231	1.736025	0	0	NA
OG0011987	0.2045841	0.119122	0.1252308	0.0090639	0.3345006	0.3345006
OG0011988	2.7670608	3.4499608	3.6725389	0.0064727	0	0
OG0011989	5.5910667	8.2592333	8.2592333	0.0218227	0.1346057	0.1346057
OG0011990	6.8670656	7.5724801	14.2540802	0	0.4422561	0.8845121
OG0011992	0.4403724	0	0	0.0108922	0	NA
OG0011993	3.2874592	4.5120163	5.6400204	0.0112588	0	0
OG0011997	0.320379	0.3914436	0.978609	0.011613	0	0
OG0011999	23.5845327	36.1307505	40.1452783	0.0274465	0	0
OG0012000	2.5582364	3.650477	3.902234	0.0109784	0	0
OG0012002	12.3811427	14.0967908	42.2903725	0.0054504	0	NA
OG0012003	1.5168385	2.7285869	6.0028911	0.0054476	0	NA
OG0012005	0.7964675	0.760297	1.0644158	0.0222305	0	0
OG0012006	2.1233664	2.569523	4.5460791	0.0055418	0	0
OG0012010	0.5885041	0	0	0.0163569	0	NA
OG0012011	2.8337208	3.6616295	3.6616295	0.0125562	0	0
OG0012019	3.6273212	5.1089998	5.4739283	0.0248051	0.3419041	0.3419041
OG0012020	4.86118	7.4165191	7.4165191	1.8712624	14.9626592	14.9626592
OG0012023	0.4517539	0	0	0	0	NA
OG0012024	0.5410317	0	0	0	0	NA
OG0012025	1.8040965	4.2740188	32.0551413	0	0	NA
OG0012026	0.5660813	0	0	0.0054226	0	NA
OG0012027	1.5743901	3.428246	10.284738	0	0	NA
OG0012030	2.2254633	4.3506322	26.1037934	0	0	NA
OG0012032	0.6444315	1.4091742	6.2003663	0	0	NA
OG0012033	1.2358611	3.2231824	29.0086414	0	0	NA
OG0012034	3.9992905	5.7201079	6.991243	0.0226473	0	0
OG0012035	30.1509952	44.1612445	61.8257423	0.0290249	0	0
OG0012036	317.2032031	498.3743023	498.3743023	0.0381407	1e-07	NA
OG0012052	0	0	NA	0.5044591	1.297639	1.297639
OG0012060	0	0	NA	0.1581013	0	NA
OG0012062	0	0	NA	0.1580697	0	NA
OG0012065	0.5239178	0	NA	0.0272829	0	NA
OG0012074	0.2640411	0	0	0.0490861	0	0
OG0012075	0.6906302	0	NA	0	0	NA
OG0012077	0	0	NA	0.1580026	0	NA
OG0012099	0.7822045	1.0805904	5.4029521	0.0218066	0	NA
OG0012100	0.6553019	0	0	0	0	NA
OG0012101	0.4936175	0.1036064	0.2072128	0.027251	0	NA
OG0012102	0.317354	0.2990195	0.9967315	0	0	0
OG0012103	0.5414311	0	0	0.0327417	0	NA
OG0012104	0.3051327	0.2337036	0.8285855	0	0	0
OG0012106	0.2721991	0.061714	0.1963628	0.0203661	0.5430421	1.6291263
OG0012107	0	0	NA	0.260336	0.5296366	0.5296366
OG0012108	0	0	NA	0.1526593	0	0
OG0012109	0	0	NA	0.1526219	0	0
OG0012110	0	0	NA	1.7947694	5.6045937	13.0773853
OG0012111	0	0	NA	0.1580799	0	NA
OG0012112	0	0	NA	0.1580799	0	NA
OG0012113	0	0	NA	0.1580799	0	NA
OG0012114	0	0	NA	0.1580799	0	NA
OG0012123	0.5475643	0	NA	0.0326577	0.3323997	0.3323997
OG0012124	0.6671681	0	0	0	0	NA
OG0012125	0.666774	0	NA	0.0054552	0	NA
OG0012127	0	0	NA	0.1582055	0	NA
OG0012129	0	0	NA	0.1580809	0	NA
OG0012130	0	0	NA	0.1580809	0	NA
OG0012131	0	0	NA	0.1580809	0	NA
OG0012132	0.6906641	0	NA	0	0	NA
OG0012133	0.6431377	0	0	0.0054405	0	0
OG0012134	0.6906641	0	NA	0	0	NA
OG0012136	0.6903267	0	NA	0	0	NA
OG0012137	0.5183517	0.8467735	6.3508012	0	0	NA
OG0012140	0	0	NA	0.1581061	0	NA
OG0012141	0	0	NA	0.1580952	0	NA
OG0012142	0.6901731	0	NA	0	0	NA
OG0012143	0	0	NA	0.1581114	0	NA
OG0012144	0	0	NA	0.1581114	0	NA
OG0012145	0	0	NA	0.1580635	0	NA
OG0012146	0	0	NA	0.1581114	0	NA
OG0012147	0	0	NA	0.1581114	0	NA
OG0012148	0	0	NA	0.1581114	0	NA
OG0012149	0	0	NA	0.1579547	0	NA
OG0012150	0.6899223	0	NA	0	0	NA
OG0012153	0	0	NA	0.1580882	0	NA
OG0012154	0	0	NA	0.1580564	0	NA
OG0012157	0.6423766	0	NA	0.0054602	0	NA
OG0012159	9.529162	11.6650688	11.6650688	0.0108978	0	NA
OG0012162	2.3429605	3.8307123	8.9383287	0.0166972	0	0
OG0012163	0.464764	0.3045754	0.3451854	0.0109742	0	0
OG0012164	0.5411111	0	0	0.0054686	0	NA
OG0012165	5.564828	7.5086149	11.799252	0.0109046	0	NA
OG0012166	495.1585319	605.1195321	691.5651796	0.0054545	0	NA
OG0012167	2.0353597	3.4057362	4.3139326	0.0110158	0	0
OG0012168	9.4793401	12.6593781	14.9610832	0.0122909	0	NA
OG0012169	0.477054	0	0	0.0163544	0	NA
OG0012170	4.5839418	6.1882762	10.3137936	0	0	NA
OG0012172	1.4033538	2.36181	3.306534	0.0163555	0	NA
OG0012173	1.2147358	1.6194062	2.8339608	0.0054527	0	NA
OG0012174	0.4478716	0	0	0.016285	0	NA
OG0012175	0.4149906	0	0	0.0225145	0	0
OG0012176	3.7547299	5.4154384	5.9854845	0.0109754	0	0
OG0012177	3.9046157	4.8440269	6.1651251	0.0054501	0	NA
OG0012183	3.9472772	5.0015456	5.8017929	0	0	0
OG0012185	2.7771701	4.0375791	6.2398949	0.0110013	0.501771	0.501771
OG0012186	3.5589769	4.5037832	4.8502281	0	0	NA
OG0012188	5.5135129	7.0656603	8.1124248	0.0111467	0.5330483	0.5330483
OG0012189	0.4680637	0	0	0.0218126	0	NA
OG0012190	2.1673697	3.0581956	4.3878459	0.0110307	0.4986327	0.4986327
OG0012195	2174026884.33618	3566941735.41879	4586067945.53844	0.026405	0.1450035	0.1450035
OG0012197	0.4293752	0	0	0.040287	0	0
OG0012199	14.8364123	26.5290265	32.7711504	0.075041	0.4385097	0.4385097
OG0012203	0.3097666	0	0	0	0	NA
OG0012204	0.3564097	0	0	0.0054784	0	NA
OG0012205	0.237937	0	0	0	0	NA
OG0012206	1.6689641	3.9054359	17.5744614	0	0	NA
OG0012220	437927056109.819	2035944864169.96	2035944864169.96	0	0.4091685	0.4603146
OG0012226	0	0	NA	0.1525843	0	NA
OG0012230	0	0	NA	0.3098023	0.7387253	0.7387253
OG0012242	0	0	NA	0.4155069	1.1707829	3.5123486
OG0012259	3.736211	4.5038376	4.5038376	0.0109011	0	NA
OG0012262	0	0	NA	0.1525801	0	NA
OG0012263	0	0	NA	0.152734	0	NA
OG0012264	0.386109	0	0	0.016395	0	NA
OG0012286	0.6664379	0	NA	0	0	NA
OG0012287	0.2034492	0.1122216	0.3366647	0.013793	0.1603346	0.1603346
OG0012288	0.5350741	0	0	0.021791	0	NA
OG0012294	0	0	NA	0.1526593	0	NA
OG0012304	0	0	NA	0.1526289	0	NA
OG0012305	0	0	NA	0.1526289	0	NA
OG0012306	0	0	NA	0.1526289	0	NA
OG0012307	0	0	NA	0.1526289	0	NA
OG0012308	0	0	NA	0.1526289	0	NA
OG0012309	0	0	NA	0.1526289	0	NA
OG0012310	0	0	NA	0.1526289	0	NA
OG0012311	0	0	NA	0.1526289	0	NA
OG0012312	0	0	NA	0.1526289	0	NA
OG0012313	0	0	NA	0.1526289	0	NA
OG0012314	0	0	NA	0.1526289	0	NA
OG0012315	0	0	NA	0.1526289	0	NA
OG0012316	0.6659372	0	NA	0	0	NA
OG0012335	0	0	NA	0.1526484	0	NA
OG0012336	0	0	NA	0.1525361	0	NA
OG0012337	0.5716446	0	0	0.0109005	0	NA
OG0012339	0	0	NA	0.1526298	0	NA
OG0012341	0.6669003	0	NA	0	0	NA
OG0012343	0.263552	0	0	0.0054557	0	NA
OG0012345	0.4771374	0	0	0	0	NA
OG0012346	0.666374	0	NA	0	0	NA
OG0012348	0	0	NA	0.1526579	0	NA
OG0012349	0	0	NA	0.1526593	0	NA
OG0012350	0	0	NA	0.1526593	0	NA
OG0012351	0	0	NA	0.1526593	0	NA
OG0012353	0	0	NA	0.1526593	0	NA
OG0012354	0	0	NA	0.1526593	0	NA
OG0012355	0	0	NA	0.152611	0	NA
OG0012356	0.6673237	0	NA	0	0	NA
OG0012357	0	0	NA	0.1526062	0	NA
OG0012358	0	0	NA	0.1526848	0	NA
OG0012362	3.0387318	4.7531533	6.2541491	0.0163515	0	0
OG0012363	0.6427882	0	NA	0	0	NA
OG0012365	0.5715941	0	0	0.0054841	0	NA
OG0012366	33.0970501	44.4404955	59.2539939	0.010901	0	NA
OG0012367	8.7513737	12.9394425	15.1897803	0.0109581	0	0
OG0012368	7.6570096	11.1357258	18.5595429	0.0218057	0	NA
OG0012369	5.3508002	7.2227708	12.8404814	0.005451	0	NA
OG0012371	7351374466.22848	9701921455.34493	10914661637.263	0	0.4218568	NA
OG0012374	0.4648596	0.8927938	2.6783814	0	0	NA
OG0012375	0.8034577	1.2461221	1.8691831	0.0062217	0.0322257	0.0322257
OG0012376	4.4500398	5.1500883	6.8667844	0	0	NA
OG0012378	3.4307368	5.0319789	5.0319789	0.0083358	0.1542645	0.1542645
OG0012380	0.6524354	1.0902842	1.0902842	0.2364915	2.7941427	2.7941427
OG0012381	48.0235687	65.9929354	84.8480598	0.0185726	0.2646932	0.2646932
OG0012385	7.2624256	9.2545231	9.2545231	0	0	0
OG0012388	2.3829939	3.3133021	3.7703093	0.005493	0	0
OG0012389	347.218871	1261.9028956	1261.9028956	0.0517473	0.0938361	0.0938361
OG0012390	35.3267664	45.6831559	45.6831559	0.0100081	0.2054277	0.2054277
OG0012392	1.8219802	2.8415793	2.8415793	0.0054833	0	0
OG0012393	12.2593627	21.8277637	21.8277637	0.0436197	0	NA
OG0012397	3.6266838	4.6517423	5.3408893	0	0.5203792	0.5203792
OG0012398	0.5715601	0	0	0	0	NA
OG0012405	5.3119382	7.8785823	9.4542987	0.0242974	0.332619	0.332619
OG0012406	7.0057014	9.5762091	10.7732353	0.0434263	1.4804366	1.4804366
OG0012410	27.0863662	43.606491	62.9871537	0.0297084	0	0
OG0012413	0.4534676	0	0	0	0	NA
OG0012415	0.9044372	2.5697749	15.4186495	0	0	NA
OG0012459	1e-07	0	NA	5.4273491	15.2722996	15.2722996
OG0012462	0.5401034	0.3231346	0.5654856	0.0163539	0	NA
OG0012467	6.0377594	7.1416459	7.1416459	0.0054501	0	NA
OG0012485	0.5439819	0	0	0	0	NA
OG0012486	6.4816628	7.8482954	9.1563447	0	0	0
OG0012497	0.4771049	0	0	0.0273684	0	0
OG0012522	0	0	NA	0.3488457	0.8567408	0.8567408
OG0012524	0.54754	0	NA	0.0218046	0	NA
OG0012525	0.6195132	0	0	0	0	NA
OG0012526	0.4788913	0	0	0	0	NA
OG0012527	0.572237	0	0	0	0	NA
OG0012533	0.64291	0	NA	0	0	NA
OG0012540	0.6427098	0	NA	0	0	NA
OG0012541	0.6425749	0	NA	0	0	NA
OG0012549	0.6434907	0	NA	0	0	NA
OG0012551	0.6423415	0	NA	0	0	NA
OG0012552	0.6423415	0	NA	0	0	NA
OG0012554	0.6426365	0	NA	0	0	NA
OG0012562	0.6189813	0	NA	0	0	NA
OG0012563	0.6189505	0	NA	0	0	NA
OG0012565	1.3096677	2.2031767	2.2031767	0.0135476	0.0997496	0.0997496
OG0012566	16.63224	25.5328547	25.5328547	0.0222358	0	0
OG0012568	1.3087094	1.8904653	1.8904653	0.0078155	0.0687534	0.0687534
OG0012569	0.6189813	0	NA	0	0	NA
OG0012571	0.473971	4e-07	9e-07	0.0054525	0	NA
OG0012577	0.5266744	0.9304132	1.2687452	0.0054503	0	NA
OG0012578	2.3730674	3.2484494	3.8981393	0	0	NA
OG0012579	0.374264	0.4964079	0.6618771	0	0	0
OG0012581	0.9543853	1.4201666	2.323909	0	0	NA
OG0012595	0.9921914	1.1945211	1.1945211	0.0055059	0	0
OG0012596	0.5193607	0.9964615	1.992923	0	0	NA
OG0012602	0.4183751	0.1669688	0.3339376	0.0272507	0	NA
OG0012606	1.30057	1.8711267	1.8711267	0.0054513	0	NA
OG0012607	2.3090197	4.6825936	14.0477808	0.0057878	0	NA
OG0012615	0.261473	0	0	0	0	NA
OG0012616	1.70022	4.4473687	31.1315809	0	0	NA
OG0012618	0.6186884	0	NA	0	0	NA
OG0012619	7.2180705	9.6818844	16.9432978	0	0	NA
OG0012644	0.3569364	0	NA	0.0599503	0	NA
OG0012657	0	0	NA	0.6838426	2.041993	4.0839861
OG0012662	0.5243065	0	NA	0.0163704	0	NA
OG0012666	0.3340315	0	0	0.0109343	0	NA
OG0012667	0.581101	0.1181484	0.196914	0	0	NA
OG0012695	0.4576096	0	0	0	0	NA
OG0012696	0.5966305	0	0	0	0	NA
OG0012699	0.3819693	0	0	0.0327029	0	NA
OG0012703	1.5875493	12.4047516	12.4047516	0.0700199	2e-07	5e-07
OG0012719	183.3789534	332.0370074	415.0462593	0.0172378	0.1378594	0.1378594
OG0012721	0.2889341	1e-07	4e-07	3.4016779	64.6181497	64.6181497
OG0012726	0.3609699	0	0	0.0108896	0	NA
OG0012728	0	0	NA	2.7798903	8.3322349	8.3322349
OG0012734	0.5717172	0	0	0.005454	0	NA
OG0012743	0.3362784	0	0	0.0329964	0	0
OG0012744	0.4050012	0	NA	0.0435603	0	NA
OG0012746	0.4289003	0	NA	0.0383603	0	NA
OG0012748	0.5950235	0	NA	0.0054395	0	NA
OG0012749	0.5000046	0	0	0.0109067	0	NA
OG0012752	0.5952527	0	0	0	0	NA
OG0012754	0.2320053	0.1734395	1.0984499	0	0	NA
OG0012755	0.4286035	0	0	0	0	NA
OG0012756	0.6187759	0	NA	0	0	NA
OG0012757	0.6187759	0	NA	0	0	NA
OG0012758	0.6190204	0	NA	0	0	NA
OG0012762	0.6185511	0	NA	0	0	NA
OG0012772	1.5753596	1.6607473	1.6607473	0	0	NA
OG0012773	0.476671	0	0	0	0	NA
OG0012774	2.2245891	3.4634365	5.112692	0	0	0
OG0012775	2.9493213	4.5538982	4.9333898	0.0070601	0.0984521	0.0984521
OG0012777	9.7743046	12.9255278	25.8510555	0	0	NA
OG0012778	0.3830954	0	0	0.0109138	0	NA
OG0012781	0.4333799	0	0	0	0	NA
OG0012782	2.3061747	4.2023485	8.404697	0.0054472	0	NA
OG0012783	3.5969729	5.950819	5.950819	0.0166825	0	0
OG0012785	1.6330724	2.4296464	2.6853987	0.0111176	0	0
OG0012788	2.2833322	3.820147	5.7302205	0.016352	0	NA
OG0012792	2.6368294	4.3378261	7.2297102	0.005485	0	0
OG0012793	1.2779062	2.1562991	2.7188119	0	0	0
OG0012797	0.4658805	0.3349468	1.3397871	0	0	NA
OG0012799	0.2242406	0	0	0.0163465	0	NA
OG0012800	121.8376717	166.3575251	249.5362876	0.0221977	0	NA
OG0012802	271.2809339	447.6083432	447.6083432	0.0272482	0	NA
OG0012806	4.9618826	7.2370151	7.2370151	0.0054507	0	NA
OG0012808	0.8227386	1.2350251	1.9760401	0.0015485	0	0
OG0012810	0.6731273	1.2117513	1.817627	0.0054525	0	NA
OG0012816	5.5323433	9.0792295	14.5267673	0.0116746	0	NA
OG0012817	0.4532936	0	0	0.016352	0	NA
OG0012818	0.3816319	0.3736489	0.456682	0.0337517	0	0
OG0012819	211.7781701	428.8558627	428.8558627	0.0208078	0.2012668	0.2012668
OG0012821	0.3725071	0.7598225	0.7598225	0.0141648	0.1184565	0.1184565
OG0012822	272.7520373	429.3667102	429.3667102	0.0266109	0.2529126	0.2529126
OG0012823	0.4046237	0	0	0.021821	0	NA
OG0012824	0.2854302	0	0	0	0	NA
OG0012825	1.149303	2.5496494	7.0115358	0	0	NA
OG0012827	2.9372746	6.3129749	7.8912186	0.0336624	0	0
OG0012828	75.0009408	100.1220673	400.4882693	0	0	NA
OG0012829	0.8807143	2.6036279	5.2072559	0.0054507	0	NA
OG0012868	0	0	NA	0.5255374	1.580959	1.580959
OG0012871	0.538198	0	0	0.0108947	0	0
OG0012873	0.54511	0	0	0	0	NA
OG0012876	0.2152858	0	0	0	0.0766579	0.2299738
OG0012899	0.2620807	0	0	0.0109069	0	NA
OG0012901	0.5010518	0	0	0.0108749	0	0
OG0012906	0.3753358	0.2563781	0.7691344	0.0040528	0	NA
OG0012909	0.5949768	0	NA	0	0	NA
OG0012910	0.2561476	0	0	0.0054634	0	NA
OG0012932	0.5948931	0	NA	0	0	NA
OG0012933	0.5922735	0	0	0	0	NA
OG0012935	0.595287	0	NA	0	0	NA
OG0012936	0.595287	0	NA	0	0	NA
OG0012937	0.3129043	0	0	0	0	NA
OG0012938	0.3822319	0	0	0	0	NA
OG0012954	0.5718583	0	0	0	0	NA
OG0012955	0.5248801	0	0	0	0	NA
OG0012963	0.5032684	0	0	0.0109319	0	0
OG0012964	0.29467	0	0	0.0381692	0	0
OG0012971	0	0	NA	2.5334145	7.6819256	7.6819256
OG0012980	0.5955572	0	NA	0	0	NA
OG0012981	0.5955572	0	NA	0	0	NA
OG0012982	0.5954424	0	NA	0	0	NA
OG0012996	0.5947606	0	NA	0	0	NA
OG0012998	0.571633	0	0	0	0	NA
OG0013010	4.2733351	6.5185846	6.5185846	0.0126699	0.1111484	0.1111484
OG0013011	1.7408443	2.5162751	2.8308095	0	0	NA
OG0013013	2.5858117	3.8200741	4.2975834	0.0109022	0	NA
OG0013014	0.2811553	0.3701983	1.0048238	0.022812	0.0138591	0.0138591
OG0013016	0.4543867	0	0	0	0	NA
OG0013018	10.2642529	14.3816816	28.7633632	0	0	NA
OG0013019	3.4577585	5.2244077	5.2244077	0.0093722	0.2456056	0.2456056
OG0013020	0.4563263	0	0	0	0	NA
OG0013024	352.330015	484.3998543	847.6997451	1e-07	2e-07	NA
OG0013025	0.3458072	0	0	0.0381382	0	NA
OG0013026	3.9730298	6.2260297	9.3390445	0	0	NA
OG0013031	1.8718314	3.3888933	4.2925981	0.0163574	0	0
OG0013032	2.1078488	3.4191246	4.5588328	0.0054506	0	NA
OG0013033	0.8496876	1.4270148	1.9621454	0	0	NA
OG0013035	0.5001932	0	0	0	0	NA
OG0013036	12.7082867	20.3585977	36.6454759	0.0108979	0	NA
OG0013039	244.943165	474.5213333	474.5213333	0.3691828	3.2837396	3.2837396
OG0013045	3.2667641	5.9121599	5.9121599	0.0384829	0.4720613	0.4720613
OG0013046	379.5687847	534.8865595	534.8865595	10.0105222	360.203227	360.203227
OG0013047	25.5992386	42.9987531	42.9987531	0.0252054	0.2466831	0.2466831
OG0013049	2.1841228	6.3301097	8.74158	0	0.255594	0.255594
OG0013050	0.4519472	0	0	0	0	NA
OG0013051	0.3761752	0.1823517	0.2552923	0.0119034	0	NA
OG0013053	3.1691471	5.6662276	6.6105989	0.0140953	0.0986728	0.0986728
OG0013055	13.1574061	21.0815799	33.1281969	0.0163516	0	NA
OG0013056	0.2655549	0.4443708	0.5510197	0	0.3548772	0.3548772
OG0013060	0.8907161	1.6449842	2.8199728	0	0	NA
OG0013061	0.9863181	1.744042	2.1800525	0.0054533	0	NA
OG0013073	1054892820.19075	1859091120.91342	1859091120.91342	0.0152454	0.014342	0.014342
OG0013078	0.3659903	0	0	0.0327325	0	NA
OG0013082	0.4311621	0.4094349	0.4606143	0.0062367	0.084768	0.084768
OG0013084	0.5221406	1.866723	11.2003381	0	0	NA
OG0013085	0.3815153	0	0	0	0	NA
OG0013086	0.9622659	2.7507905	12.3785572	0	0	NA
OG0013087	0.3569405	0	0	0	0	NA
OG0013088	16.2326055	26.0728908	26.0728908	0.0163493	0	NA
OG0013089	1.6339773	4.3218293	15.1264025	0	0	NA
OG0013090	0.571097	0	NA	0	0	NA
OG0013091	1.5380082	2.8321471	2.8321471	0.0163554	0	0
OG0013092	0.313702	0	0	0	0	NA
OG0013093	1.8407944	3.1226132	3.1226132	0.0185021	0.0871569	0.0871569
OG0013094	0.2622162	0	0	0.0054449	0	NA
OG0013095	1.6940221	3.4108044	9.379712	0	0	NA
OG0013109	0.5234259	0	NA	0.0054698	0	0
OG0013114	0	0	NA	4.2126154	13.3310555	26.6621111
OG0013142	3.3499837	5.0016774	25.0083868	0.0054514	0	NA
OG0013173	0.5234259	0	NA	0.0054698	0	NA
OG0013174	0.8673255	1.3044656	2.6089311	0	0	NA
OG0013175	0.3583279	0	0	0	0	NA
OG0013176	0.4017476	0	0	0	0	NA
OG0013177	0.3248854	0	0	0	0	NA
OG0013178	0.3858124	0	0	0	0	NA
OG0013179	3819.1959531	5448.329371	7627.6611193	0	2.3e-06	2.3e-06
OG0013180	0.5711777	0	NA	0	0	NA
OG0013181	0.4192336	0	0	0	0	NA
OG0013182	0.5270725	0	0	0	0	NA
OG0013186	0.5004657	0	0	0.0056982	0	0
OG0013187	0.5717652	0	NA	0	0	NA
OG0013200	0.4785281	0	0	0	0	NA
OG0013201	0.42974	0	0	0	0	NA
OG0013202	0.3809571	0	0	0	0	NA
OG0013211	0.5480309	0	0	0	0	NA
OG0013212	0.2561258	0	0	0.0275252	0	0
OG0013222	0.5714391	0	NA	0	0	NA
OG0013223	0.5478073	0	NA	0	0	NA
OG0013225	0.5708759	0	NA	0	0	NA
OG0013234	0.5716831	0	NA	0	0	NA
OG0013235	0.2745118	0.1754379	0.7894706	0	0	NA
OG0013239	0.5711777	0	NA	0	0	NA
OG0013251	0.5709702	0	NA	0	0	NA
OG0013252	0.5709702	0	NA	0	0	NA
OG0013254	0.5711341	0	NA	0	0	NA
OG0013266	1.273881	1.9193928	3.8387856	0	0	NA
OG0013268	7.3294509	10.1879384	10.1879384	0	0	NA
OG0013272	1.8611631	2.5938815	2.5938815	0	0.4822461	0.4822461
OG0013273	8.0725062	12.0837329	12.0837329	0.0159322	0.2169138	0.2169138
OG0013274	1.2995961	1.559904	1.559904	0.0109059	0	NA
OG0013275	0.2296336	0.232557	0.2491682	0.0054522	0	NA
OG0013276	0.2474162	0	0	0.0218401	0	NA
OG0013278	3.3922312	5.4845209	5.4845209	0.0054514	0	NA
OG0013279	1.792168	2.8493874	5.6987749	0.0109044	0	NA
OG0013281	3.7834337	6.756374	9.7592069	0.0117008	0	0
OG0013283	0.418359	0	0	0.0163586	0	NA
OG0013284	12.5358373	21.1508436	42.3016871	0.0163528	0	NA
OG0013286	2.5656098	4.4826075	8.2181137	0.0163565	0	NA
OG0013288	1.6432606	3.1673237	3.1673237	0.0138795	0.1011945	0.1011945
OG0013297	0.4533617	0	0	0	0	NA
OG0013298	0.4154829	0	0	0.0054632	0	NA
OG0013299	2.1822859	4.3505363	4.3505363	0.0183986	0	NA
OG0013301	1.4157547	2.2246432	3.5594291	0.0054508	0	NA
OG0013302	0.4155066	0	0	0.0054173	0	NA
OG0013303	2.6586886	3.9879488	5.438112	0.0054498	0	NA
OG0013305	6.106644	11.5329111	11.5329111	0.0164416	0	NA
OG0013306	540.997493	850.0347541	850.0347541	0.0109019	0	NA
OG0013323	0.8304112	2.7429562	16.4577372	0	0	NA
OG0013324	292.4029752	508.3734572	508.3734572	0.0164766	0	0
OG0013325	11.3726019	22.7901423	22.7901423	0.0275309	0	0
OG0013326	0.2644768	0	0	0	0	NA
OG0013327	1.0658599	2.4562479	5.8949949	0	0	0
OG0013328	14.5180609	24.3775636	97.5102545	0	0	NA
OG0013329	0.2859095	0	0	0.0114859	0	0
OG0013330	0.475556	0	0	0	0	NA
OG0013331	0.262501	0	0	0	0	NA
OG0013332	0.3013793	0	0	0	0	NA
OG0013335	0.4045079	0	0	0	0	NA
OG0013337	4.4149125	6.4267783	11.9354454	0.0144468	0.5631517	1.1263035
OG0013339	0.2695349	0	0	0.0163757	0	NA
OG0013340	0.6298138	1.1270691	1.4088363	0.0054507	0	NA
OG0013360	7.8061334	16.5596209	16.5596209	0.1129965	0.930404	0.930404
OG0013386	0.3571068	0	NA	0.043619	0	NA
OG0013399	0.3105938	0	0	0.0272612	0	NA
OG0013401	1e-07	0	NA	4.9674352	16.4114132	16.4114132
OG0013402	0.4046563	0	0	0	0	NA
OG0013403	8.1941909	13.6291931	13.6291931	0.0156717	0.2951442	0.2951442
OG0013404	0.4769151	0	0	0	0	NA
OG0013451	0.5481261	0	NA	0	0	NA
OG0013452	0.3611517	0	0	0	0	NA
OG0013453	0.5250348	0	0	0	0	NA
OG0013454	0.203761	0	0	0.0168328	0.1251293	0.1251293
OG0013455	0.1535403	0.1795528	0.6529192	0	0	0
OG0013479	0.499891	0	NA	0.0054502	0	NA
OG0013501	0.5000423	0	0	0	0	NA
OG0013502	0.4528247	0	0	0.0109017	0	NA
OG0013503	0.5242035	0	0	0	0	NA
OG0013515	0.5476492	0	NA	0	0	NA
OG0013517	0.547768	0	NA	0	0	NA
OG0013519	0.5476807	0	NA	0	0	NA
OG0013526	0.3237141	0.4160906	2.9126343	0	0	NA
OG0013527	0.5240405	0	NA	0.0054518	0	NA
OG0013528	0.4066833	0	0	0	0	NA
OG0013529	0.3125362	0	0	0	0	NA
OG0013532	0.5473786	0	NA	0	0	NA
OG0013533	0.5473786	0	NA	0	0	NA
OG0013545	0.5471798	0	NA	0	0	NA
OG0013546	0.5471798	0	NA	0	0	NA
OG0013547	0.5471798	0	NA	0	0	NA
OG0013550	0.5473368	0	NA	0	0	NA
OG0013561	0.5237534	0	NA	0	0	NA
OG0013562	0.5236559	0	NA	0	0	NA
OG0013563	0.5237534	0	NA	0	0	NA
OG0013564	0.4643428	0.6232984	0.6232984	0	0	NA
OG0013565	1.1743917	1.3575596	1.6969495	0	0	NA
OG0013566	2.7340777	4.6916878	6.4510707	0.0054486	0	NA
OG0013567	6.635823	9.8568628	18.0709151	0	0	NA
OG0013570	0.241384	0	0	0.0328245	0	0
OG0013571	0.1545824	0.4278589	0.4278589	0.0054595	0	0
OG0013573	0.3428495	0	0	0.0163908	0	NA
OG0013575	0.6620055	1.1649375	1.2426	0.0056084	0	0
OG0013578	0.3054761	0.6311933	0.6311933	0	0	0
OG0013579	0.848736	2.2304686	5.7992184	0	0	NA
OG0013580	9.0612511	14.4830201	14.4830201	0.0109057	0	NA
OG0013582	1.3587333	3.6482405	21.8894429	0.0054493	0	NA
OG0013583	1.7981669	3.8974457	12.9914855	0	0	NA
OG0013586	2.6270949	4.8054135	7.2081203	0.0193814	0.3952058	0.3952058
OG0013587	2.6742382	4.5397619	4.5397619	0.0295958	0.9384893	0.9384893
OG0013589	3.3731804	5.6038456	8.4057684	0.0054483	0	NA
OG0013590	9.2957078	14.2549796	14.2549796	0.0103301	0.4590144	0.4590144
OG0013591	0.3097543	0	0	0.0054588	0	NA
OG0013594	0.411694	0	0	0.0054756	0	NA
