sp	habitat
OG0034341	TLIN1	Marine
OG0034355	SBRO1	Marine
OG0034356	SBRO1	Marine
OG0034357	SBRO1	Marine
OG0034358	SBRO1	Marine
OG0034359	SBRO1	Marine
OG0034360	SBRO1	Marine
OG0034361	SBRO1	Marine
OG0034362	SBRO1	Marine
OG0034363	SBRO1	Marine
OG0034364	SCON1	Marine
OG0034365	SCON1	Marine
OG0034366	SCON1	Marine
OG0034367	SCON1	Marine
OG0034368	SCON1	Marine
OG0034369	SCON1	Marine
OG0034370	SCON1	Marine
OG0034371	SCON1	Marine
OG0034372	SGLO1	Marine
OG0034373	SGLO1	Marine
OG0034374	SGLO1	Marine
OG0034375	SGLO1	Marine
OG0034376	SGLO1	Marine
OG0034427	SSUL1	Marine
OG0034428	SSUL1	Marine
OG0034429	SSUL1	Marine
OG0034430	SSUL1	Marine
OG0034431	SSUL1	Marine
OG0034432	SSUL1	Marine
OG0034433	SSUL1	Marine
OG0034434	SSUL1	Marine
OG0034435	SSUL1	Marine
OG0034436	SSUL1	Marine
OG0034437	SSUL1	Marine
OG0034438	SSUL1	Marine
OG0034439	SSUL1	Marine
OG0034440	SSUL1	Marine
OG0034441	SVEN1	Marine
OG0034442	SVEN1	Marine
OG0034443	SVEN1	Marine
OG0034444	SVEN1	Marine
OG0034445	SVEN1	Marine
OG0034446	SVEN1	Marine
OG0034447	SVEN1	Marine
OG0034448	SVEN1	Marine
OG0034469	TLIM1	Marine
OG0034470	TLIM1	Marine
OG0034471	TLIM1	Marine
OG0034472	TLIM1	Marine
OG0034473	TLIM1	Marine
OG0034474	TLIM1	Marine
OG0034475	TLIM1	Marine
OG0034476	TLIN1	Marine
OG0034477	TLIN1	Marine
OG0034478	TLIN1	Marine
OG0034479	TLIN1	Marine
OG0034480	TLIN1	Marine
OG0034481	TLIN1	Marine
OG0034482	TLIN1	Marine
OG0034483	TLIN1	Marine
OG0034484	TLIN1	Marine
OG0034485	TLIN1	Marine
OG0034486	TLIN1	Marine
OG0034487	TLIN1	Marine
OG0034488	TLIN1	Marine
OG0034489	TLIN1	Marine
OG0034490	TLIN1	Marine
OG0034491	TLIN1	Marine
OG0034492	TLIN1	Marine
OG0034493	TLIN1	Marine
OG0034494	TLIN1	Marine
OG0034495	TLIN1	Marine
OG0034496	TLIN1	Marine
OG0034497	TLIN1	Marine
OG0034498	TLIN1	Marine
OG0034499	TLIN1	Marine
OG0034500	TLIN1	Marine
OG0034501	TLIN1	Marine
OG0034502	TLIN1	Marine
OG0034503	TLIN1	Marine
OG0034504	TLIN1	Marine
OG0034505	TLIN1	Marine
OG0034506	TLIN1	Marine
OG0034507	TLIN1	Marine
OG0034508	TLIN1	Marine
OG0034509	TLIN1	Marine
OG0034510	TLIN1	Marine
OG0034511	TLIN1	Marine
OG0034512	TLIN1	Marine
OG0034513	TLIN1	Marine
OG0034514	TLIN1	Marine
OG0034515	TLIN1	Marine
OG0034516	TLIN1	Marine
OG0034517	TLIN1	Marine
OG0034518	TLIN1	Marine
OG0034519	TLIN1	Marine
OG0034520	TLIN1	Marine
OG0034521	TLIN1	Marine
OG0034522	TLIN1	Marine
OG0034523	TLIN1	Marine
OG0034524	TLIN1	Marine
OG0034525	TLIN1	Marine
OG0034526	TLIN1	Marine
OG0034527	TLIN1	Marine
OG0034528	TLIN1	Marine
OG0034529	TLIN1	Marine
OG0034530	TLIN1	Marine
OG0034531	TLIN1	Marine
OG0034541	VINF1	Marine
OG0034542	VINF1	Marine
OG0034543	VINF1	Marine
OG0034545	ABIP1	NonMarine
OG0034546	ABIP1	NonMarine
OG0034547	ABIP1	NonMarine
OG0034550	ABIP1	NonMarine
OG0034551	ABIP1	NonMarine
OG0034553	ABIP1	NonMarine
OG0034557	ABIP1	NonMarine
OG0034562	ABIP1	NonMarine
OG0034565	ABIP1	NonMarine
OG0034566	ABIP1	NonMarine
OG0034572	ABIP1	NonMarine
OG0034579	ABIP1	NonMarine
OG0034580	ABIP1	NonMarine
OG0034588	ABIP1	NonMarine
OG0034592	ABIP1	NonMarine
OG0034603	ABIP1	NonMarine
OG0034608	ABIP1	NonMarine
OG0034620	ABIP1	NonMarine
OG0034621	ABIP1	NonMarine
OG0034623	ABIP1	NonMarine
OG0034635	APUR1	Marine
OG0034717	ACAL1	Marine
OG0034718	ACAL1	Marine
OG0034721	ACAL1	Marine
OG0034725	ACAL1	Marine
OG0034726	ACAL1	Marine
OG0034728	ACAL1	Marine
OG0034729	ACAL1	Marine
OG0034730	ACAL1	Marine
OG0034731	ACAL1	Marine
OG0034732	ACAL1	Marine
OG0034733	ACAL1	Marine
OG0034734	ACAL1	Marine
OG0034739	ACAL1	Marine
OG0034749	ACAL1	Marine
OG0035046	ACRA1	Marine
OG0035081	ACRA1	Marine
OG0035182	ACRI1	Marine
OG0035184	ACRI1	Marine
OG0035185	ACRI1	Marine
OG0035190	ACRI1	Marine
OG0035200	ACRI1	Marine
OG0035226	ACRI1	Marine
OG0035306	ADUX1	Marine
OG0035307	ADUX1	Marine
OG0035309	ADUX1	Marine
OG0035311	ADUX1	Marine
OG0035312	ADUX1	Marine
OG0035313	ADUX1	Marine
OG0035315	ADUX1	Marine
OG0035320	ADUX1	Marine
OG0035321	ADUX1	Marine
OG0035323	ADUX1	Marine
OG0035329	ADUX1	Marine
OG0035330	ADUX1	Marine
OG0035331	ADUX1	Marine
OG0035336	ADUX1	Marine
OG0035341	ADUX1	Marine
OG0035345	ADUX1	Marine
OG0035352	ADUX1	Marine
OG0035362	ADUX1	Marine
OG0035369	ADUX1	Marine
OG0035371	ADUX1	Marine
OG0035374	ADUX1	Marine
OG0035377	ADUX1	Marine
OG0035383	ADUX1	Marine
OG0035387	ADUX1	Marine
OG0035391	ADUX1	Marine
OG0035395	ADUX1	Marine
OG0035415	ADUX1	Marine
OG0035427	ADUX1	Marine
OG0035476	AENI1	Marine
OG0035542	AENT2	Marine
OG0035544	AENT2	Marine
OG0035547	AENT2	Marine
OG0035550	AENT2	Marine
OG0035552	AENT2	Marine
OG0035555	AENT2	Marine
OG0035556	AENT2	Marine
OG0035560	AENT2	Marine
OG0035562	AENT2	Marine
OG0035565	AENT2	Marine
OG0035568	AENT2	Marine
OG0035571	AENT2	Marine
OG0035582	AENT2	Marine
OG0035588	AENT2	Marine
OG0035640	AFUL1	NonMarine
OG0035644	AFUL1	NonMarine
OG0035650	AFUL1	NonMarine
OG0035673	AGEM1	Marine
OG0035674	AGEM1	Marine
OG0035675	AGEM1	Marine
OG0035681	AGEM1	Marine
OG0035705	AGEM1	Marine
OG0035756	AIMM1	NonMarine
OG0035759	AIMM1	NonMarine
OG0035760	AIMM1	NonMarine
OG0035771	AIMM1	NonMarine
OG0035773	AIMM1	NonMarine
OG0035782	AMSP1	Marine
OG0035854	APUR1	Marine
OG0035858	APUR1	Marine
OG0035863	APUR1	Marine
OG0035868	APUR1	Marine
OG0035876	APUR1	Marine
OG0035882	APUR1	Marine
OG0035894	APUR1	Marine
OG0035913	APUR1	Marine
OG0035928	APUR1	Marine
OG0035930	APUR1	Marine
OG0035944	APUR1	Marine
OG0036009	CTUB1	Marine
OG0036017	DROS1	NonMarine
OG0036021	SVEN1	Marine
OG0036032	SVEN1	Marine
OG0036036	MSWE1	Marine
OG0036053	VINF1	Marine
OG0036064	MCOR1	Marine
OG0036066	CRAD1	Marine
OG0036079	NTUM1	Marine
OG0036096	MCOR1	Marine
OG0036102	MFOD1	Marine
OG0036114	LRUG1	Marine
OG0036117	CRAD1	Marine
OG0036119	NALB1	Marine
OG0036120	DROS1	NonMarine
OG0036127	MCOR1	Marine
OG0036131	FSAG1	Marine
OG0036133	NMIR1	Marine
OG0036139	DROS1	NonMarine
OG0036141	GAEG1	Marine
OG0036160	SBRO1	Marine
OG0036161	NTUM1	Marine
OG0036170	BPLI1	Marine
OG0036176	MCOR1	Marine
OG0036186	MFOD1	Marine
OG0036199	NMIR1	Marine
OG0036202	PULY1	Marine
OG0036203	MCOR1	Marine
OG0036207	NMIR1	Marine
OG0036210	GTOL1	Marine
OG0036214	NMIR1	Marine
OG0036217	PMAX1	Marine
OG0036222	GEBO1	Marine
OG0036224	SVEN1	Marine
OG0036225	CTEL1	Marine
OG0036229	TLIN1	Marine
OG0036230	CTEL1	Marine
OG0036241	NTUM1	Marine
OG0036248	LSTA1	NonMarine
OG0036250	LHYA1	Marine
OG0036253	MSWE1	Marine
OG0036255	COLI1	Marine
OG0036260	GPEL1	Marine
OG0036262	GEBO1	Marine
OG0036264	NMIR1	Marine
OG0036266	BPLI1	Marine
OG0036268	CTEL1	Marine
OG0036272	BPLI1	Marine
OG0036372	BGLA1	NonMarine
OG0036373	BGLA1	NonMarine
OG0036375	BGLA1	NonMarine
OG0036376	BGLA1	NonMarine
OG0036377	BGLA1	NonMarine
OG0036381	BGLA1	NonMarine
OG0036382	BGLA1	NonMarine
OG0036383	BGLA1	NonMarine
OG0036386	BGLA1	NonMarine
OG0036387	BGLA1	NonMarine
OG0036392	BGLA1	NonMarine
OG0036394	BGLA1	NonMarine
OG0036396	BGLA1	NonMarine
OG0036397	BGLA1	NonMarine
OG0036398	BGLA1	NonMarine
OG0036403	BGLA1	NonMarine
OG0036408	BGLA1	NonMarine
OG0036415	BGLA1	NonMarine
OG0036426	BGLA1	NonMarine
OG0036431	BGLA1	NonMarine
OG0036435	BGLA1	NonMarine
OG0036456	BGON1	NonMarine
OG0036459	BGON1	NonMarine
OG0036460	BGON1	NonMarine
OG0036463	BGON1	NonMarine
OG0036464	BGON1	NonMarine
OG0036467	BGON1	NonMarine
OG0036470	BGON1	NonMarine
OG0036479	BGON1	NonMarine
OG0036486	BGON1	NonMarine
OG0036487	BGON1	NonMarine
OG0036489	BGON1	NonMarine
OG0036493	BGON1	NonMarine
OG0036495	BGON1	NonMarine
OG0036532	BGON1	NonMarine
OG0036560	LFLA1	NonMarine
OG0036564	LFLA1	NonMarine
OG0036578	LFLA1	NonMarine
OG0036585	LNYA1	NonMarine
OG0036586	MBIL1	NonMarine
OG0036587	MFOD1	Marine
OG0036598	LFLA1	NonMarine
OG0036617	BPLA1	Marine
OG0036621	BPLA1	Marine
OG0036623	BPLA1	Marine
OG0036625	BPLA1	Marine
OG0036627	BPLA1	Marine
OG0036628	BPLA1	Marine
OG0036632	BPLA1	Marine
OG0036633	BPLA1	Marine
OG0036635	BPLA1	Marine
OG0036637	BPLA1	Marine
OG0036638	BPLA1	Marine
OG0036639	BPLA1	Marine
OG0036640	BPLA1	Marine
OG0036643	BPLA1	Marine
OG0036644	BPLA1	Marine
OG0036645	BPLA1	Marine
OG0036646	BPLA1	Marine
OG0036651	BPLA1	Marine
OG0036653	BPLA1	Marine
OG0036654	BPLA1	Marine
OG0036655	BPLA1	Marine
OG0036657	BPLA1	Marine
OG0036658	BPLA1	Marine
OG0036660	BPLA1	Marine
OG0036662	BPLA1	Marine
OG0036664	BPLA1	Marine
OG0036665	BPLA1	Marine
OG0036666	BPLA1	Marine
OG0036667	BPLA1	Marine
OG0036668	BPLA1	Marine
OG0036674	BPLA1	Marine
OG0036679	BPLA1	Marine
OG0036682	BPLA1	Marine
OG0036683	BPLA1	Marine
OG0036685	BPLA1	Marine
OG0036686	BPLA1	Marine
OG0036687	BPLA1	Marine
OG0036688	BPLA1	Marine
OG0036690	BPLA1	Marine
OG0036702	BPLA1	Marine
OG0036703	BPLA1	Marine
OG0036704	BPLA1	Marine
OG0036706	BPLA1	Marine
OG0036707	BPLA1	Marine
OG0036710	BPLA1	Marine
OG0036713	BPLA1	Marine
OG0036714	BPLA1	Marine
OG0036715	BPLA1	Marine
OG0036717	BPLA1	Marine
OG0036718	BPLA1	Marine
OG0036734	BPLA1	Marine
OG0036750	BPLA1	Marine
OG0036761	BPLI1	Marine
OG0036762	BPLI1	Marine
OG0036763	BPLI1	Marine
OG0036764	BPLI1	Marine
OG0036765	BPLI1	Marine
OG0036766	BPLI1	Marine
OG0036767	BPLI1	Marine
OG0036768	BPLI1	Marine
OG0036769	BPLI1	Marine
OG0036770	BPLI1	Marine
OG0036771	BPLI1	Marine
OG0036772	BPLI1	Marine
OG0036773	BPLI1	Marine
OG0036774	BPLI1	Marine
OG0036775	BPLI1	Marine
OG0036776	BPLI1	Marine
OG0036777	BPLI1	Marine
OG0036778	BPLI1	Marine
OG0036779	BPLI1	Marine
OG0036780	BPLI1	Marine
OG0036781	BPLI1	Marine
OG0036782	BPLI1	Marine
OG0036783	BPLI1	Marine
OG0036784	BPLI1	Marine
OG0036785	BPLI1	Marine
OG0036786	BPLI1	Marine
OG0036787	BPLI1	Marine
OG0036788	BPLI1	Marine
OG0036789	BPLI1	Marine
OG0036790	BPLI1	Marine
OG0036791	BPLI1	Marine
OG0036792	BPLI1	Marine
OG0036793	BPLI1	Marine
OG0036794	BPLI1	Marine
OG0036795	BPLI1	Marine
OG0036796	BPLI1	Marine
OG0036797	BPLI1	Marine
OG0036798	BPLI1	Marine
OG0036799	BPLI1	Marine
OG0036800	BPLI1	Marine
OG0036801	BPLI1	Marine
OG0036802	BPLI1	Marine
OG0036803	BPLI1	Marine
OG0036804	BPLI1	Marine
OG0036805	BPLI1	Marine
OG0036806	BPLI1	Marine
OG0036807	BPLI1	Marine
OG0036808	BPLI1	Marine
OG0036809	BPLI1	Marine
OG0036810	BPLI1	Marine
OG0036811	BPLI1	Marine
OG0036812	BPLI1	Marine
OG0036813	BPLI1	Marine
OG0036814	BPLI1	Marine
OG0036815	BPLI1	Marine
OG0036817	BPLI1	Marine
OG0036818	BPLI1	Marine
OG0036819	BPLI1	Marine
OG0036820	BPLI1	Marine
OG0036821	BPLI1	Marine
OG0036822	BPLI1	Marine
OG0036823	BPLI1	Marine
OG0036824	BPLI1	Marine
OG0036825	BPLI1	Marine
OG0036826	BPLI1	Marine
OG0036827	BPLI1	Marine
OG0036828	BPLI1	Marine
OG0036829	BPLI1	Marine
OG0036830	BPLI1	Marine
OG0036831	BPLI1	Marine
OG0036832	BPLI1	Marine
OG0036833	BPLI1	Marine
OG0036834	BPLI1	Marine
OG0036835	BPLI1	Marine
OG0036836	BPLI1	Marine
OG0036837	BPLI1	Marine
OG0036838	BPLI1	Marine
OG0036839	BPLI1	Marine
OG0036840	BPLI1	Marine
OG0036841	BPLI1	Marine
OG0036842	BPLI1	Marine
OG0036843	BPLI1	Marine
OG0036844	BPLI1	Marine
OG0036845	BPLI1	Marine
OG0036846	BPLI1	Marine
OG0036847	BPLI1	Marine
OG0036848	BPLI1	Marine
OG0036849	BPLI1	Marine
OG0036851	BPLI1	Marine
OG0036852	BPLI1	Marine
OG0036853	BPLI1	Marine
OG0036854	BPLI1	Marine
OG0036856	BPLI1	Marine
OG0036857	BPLI1	Marine
OG0036858	BPLI1	Marine
OG0036859	BPLI1	Marine
OG0036860	BPLI1	Marine
OG0036861	BPLI1	Marine
OG0036862	BPLI1	Marine
OG0036863	BPLI1	Marine
OG0036864	BPLI1	Marine
OG0036865	BPLI1	Marine
OG0036866	BPLI1	Marine
OG0036867	BPLI1	Marine
OG0036869	BPLI1	Marine
OG0036870	BPLI1	Marine
OG0036871	BPLI1	Marine
OG0036872	BPLI1	Marine
OG0036873	BPLI1	Marine
OG0036874	BPLI1	Marine
OG0036875	BPLI1	Marine
OG0036876	BPLI1	Marine
OG0036877	BPLI1	Marine
OG0036878	BPLI1	Marine
OG0036879	BPLI1	Marine
OG0036880	BPLI1	Marine
OG0036882	BPLI1	Marine
OG0036883	BPLI1	Marine
OG0036884	BPLI1	Marine
OG0036885	BPLI1	Marine
OG0036886	BPLI1	Marine
OG0036887	BPLI1	Marine
OG0036888	BPLI1	Marine
OG0036889	BPLI1	Marine
OG0036890	BPLI1	Marine
OG0036891	BPLI1	Marine
OG0036892	BPLI1	Marine
OG0036893	BPLI1	Marine
OG0036894	BPLI1	Marine
OG0036895	BPLI1	Marine
OG0036896	BPLI1	Marine
OG0036897	BPLI1	Marine
OG0036898	BPLI1	Marine
OG0036899	BPLI1	Marine
OG0036900	BPLI1	Marine
OG0036901	BPLI1	Marine
OG0036902	BPLI1	Marine
OG0036903	BPLI1	Marine
OG0036904	BPLI1	Marine
OG0036905	BPLI1	Marine
OG0036906	BPLI1	Marine
OG0036907	BPLI1	Marine
OG0036908	BPLI1	Marine
OG0036909	BPLI1	Marine
OG0036910	BPLI1	Marine
OG0036911	BPLI1	Marine
OG0036912	BPLI1	Marine
OG0036913	BPLI1	Marine
OG0036914	BPLI1	Marine
OG0036915	BPLI1	Marine
OG0036916	BPLI1	Marine
OG0036917	BPLI1	Marine
OG0036918	BPLI1	Marine
OG0036919	BPLI1	Marine
OG0036920	BPLI1	Marine
OG0036921	BPLI1	Marine
OG0036922	BPLI1	Marine
OG0036923	BPLI1	Marine
OG0036924	BPLI1	Marine
OG0036926	BPLI1	Marine
OG0036927	BPLI1	Marine
OG0036929	BPLI1	Marine
OG0036930	BPLI1	Marine
OG0036931	BPLI1	Marine
OG0036932	BPLI1	Marine
OG0036933	BPLI1	Marine
OG0036935	BPLI1	Marine
OG0036948	BSIM1	NonMarine
OG0037005	CAPI1	Marine
OG0037008	CAPI1	Marine
OG0037013	CAPI1	Marine
OG0037014	CAPI1	Marine
OG0037015	CAPI1	Marine
OG0037068	CAPI1	Marine
OG0037079	CARY1	NonMarine
OG0037080	CARY1	NonMarine
OG0037145	CASP1	NonMarine
OG0037146	CASP1	NonMarine
OG0037148	CASP1	NonMarine
OG0037150	CASP1	NonMarine
OG0037153	CASP1	NonMarine
OG0037155	CASP1	NonMarine
OG0037165	CASP1	NonMarine
OG0037167	CASP1	NonMarine
OG0037170	CASP1	NonMarine
OG0037199	CCAL1	Marine
OG0037245	CTEL1	Marine
OG0037263	TLIN1	Marine
OG0037265	NMIR1	Marine
OG0037266	NMIR1	Marine
OG0037287	NTUM1	Marine
OG0037292	MFOD1	Marine
OG0037296	CTEL1	Marine
OG0037299	NMIR1	Marine
OG0037305	TLIN1	Marine
OG0037319	GPEL1	Marine
OG0037320	GPEL1	Marine
OG0037323	TLIN1	Marine
OG0037324	LSTA1	NonMarine
OG0037325	SVEN1	Marine
OG0037388	NMIR1	Marine
OG0037389	MARE1	Marine
OG0037391	ECHI1	NonMarine
OG0037398	CGIG1	Marine
OG0037428	CGIG1	Marine
OG0037436	CGIG1	Marine
OG0037449	CGIG1	Marine
OG0037461	CGIG1	Marine
OG0037479	CGIG1	Marine
OG0037494	CGIG1	Marine
OG0037503	CGIG1	Marine
OG0037686	CLAR1	Marine
OG0037695	CLAR1	Marine
OG0037724	CNIT1	Marine
OG0037735	CNIT1	Marine
OG0037745	CNIT1	Marine
OG0037748	CNIT1	Marine
OG0037750	CNIT1	Marine
OG0037760	CNIT1	Marine
OG0037781	CNIT1	Marine
OG0037839	COLI1	Marine
OG0037840	COLI1	Marine
OG0037841	COLI1	Marine
OG0037845	COLI1	Marine
OG0037848	COLI1	Marine
OG0037860	COLI1	Marine
OG0037894	CTEL1	Marine
OG0037906	CPLI1	NonMarine
OG0037915	CPLI1	NonMarine
OG0037944	CPLI1	NonMarine
OG0037998	CRAD1	Marine
OG0038009	CRAD1	Marine
OG0038013	CRAD1	Marine
OG0038019	CRAD1	Marine
OG0038050	CRAD1	Marine
OG0038051	CRAD1	Marine
OG0038075	CRVI1	Marine
OG0038077	CRVI1	Marine
OG0038078	CRVI1	Marine
OG0038079	CRVI1	Marine
OG0038081	CRVI1	Marine
OG0038083	CRVI1	Marine
OG0038084	CRVI1	Marine
OG0038086	CRVI1	Marine
OG0038087	CRVI1	Marine
OG0038088	CRVI1	Marine
OG0038091	CRVI1	Marine
OG0038094	CRVI1	Marine
OG0038097	CRVI1	Marine
OG0038098	CRVI1	Marine
OG0038099	CRVI1	Marine
OG0038100	CRVI1	Marine
OG0038101	CRVI1	Marine
OG0038102	CRVI1	Marine
OG0038105	CRVI1	Marine
OG0038106	CRVI1	Marine
OG0038107	CRVI1	Marine
OG0038109	CRVI1	Marine
OG0038114	CRVI1	Marine
OG0038115	CRVI1	Marine
OG0038119	CRVI1	Marine
OG0038127	CRVI1	Marine
OG0038132	CRVI1	Marine
OG0038146	CSQU1	Marine
OG0038147	CSQU1	Marine
OG0038150	CSQU1	Marine
OG0038152	CSQU1	Marine
OG0038159	CSQU1	Marine
OG0038163	CSQU1	Marine
OG0038167	CSQU1	Marine
OG0038172	GAEG1	Marine
OG0038174	CSQU1	Marine
OG0038177	CSQU1	Marine
OG0038180	CSQU1	Marine
OG0038187	CTEL1	Marine
OG0038188	CTEL1	Marine
OG0038189	CTEL1	Marine
OG0038190	CTEL1	Marine
OG0038191	CTEL1	Marine
OG0038193	CTEL1	Marine
OG0038194	CTEL1	Marine
OG0038195	CTEL1	Marine
OG0038197	CTEL1	Marine
OG0038198	CTEL1	Marine
OG0038199	CTEL1	Marine
OG0038200	CTEL1	Marine
OG0038201	CTEL1	Marine
OG0038203	CTEL1	Marine
OG0038204	CTEL1	Marine
OG0038206	CTEL1	Marine
OG0038207	CTEL1	Marine
OG0038209	CTEL1	Marine
OG0038210	CTEL1	Marine
OG0038211	CTEL1	Marine
OG0038216	CTEL1	Marine
OG0038217	CTEL1	Marine
OG0038218	CTEL1	Marine
OG0038219	CTEL1	Marine
OG0038220	CTEL1	Marine
OG0038221	CTEL1	Marine
OG0038222	CTEL1	Marine
OG0038223	CTEL1	Marine
OG0038224	CTEL1	Marine
OG0038225	CTEL1	Marine
OG0038227	CTEL1	Marine
OG0038231	CTEL1	Marine
OG0038232	CTEL1	Marine
OG0038233	CTEL1	Marine
OG0038235	CTEL1	Marine
OG0038237	CTEL1	Marine
OG0038238	CTEL1	Marine
OG0038239	CTEL1	Marine
OG0038241	CTEL1	Marine
OG0038243	CTEL1	Marine
OG0038244	CTEL1	Marine
OG0038249	CTEL1	Marine
OG0038250	CTEL1	Marine
OG0038251	CTEL1	Marine
OG0038257	CTUB1	Marine
OG0038263	CUNI2	NonMarine
OG0038271	DRET1	NonMarine
OG0038277	DRET1	NonMarine
OG0038280	DRET1	NonMarine
OG0038283	DRET1	NonMarine
OG0038286	DRET1	NonMarine
OG0038287	DRET1	NonMarine
OG0038309	DROS1	NonMarine
OG0038310	DROS1	NonMarine
OG0038311	DROS1	NonMarine
OG0038312	DROS1	NonMarine
OG0038313	DROS1	NonMarine
OG0038316	DROS1	NonMarine
OG0038317	DROS1	NonMarine
OG0038321	DROS1	NonMarine
OG0038325	DROS1	NonMarine
OG0038326	DROS1	NonMarine
OG0038327	DROS1	NonMarine
OG0038335	DROS1	NonMarine
OG0038344	DROS1	NonMarine
OG0038345	DROS1	NonMarine
OG0038348	DROS1	NonMarine
OG0038349	DROS1	NonMarine
OG0038350	DROS1	NonMarine
OG0038351	DROS1	NonMarine
OG0038352	DROS1	NonMarine
OG0038354	DROS1	NonMarine
OG0038356	DROS1	NonMarine
OG0038358	DROS1	NonMarine
OG0038359	DROS1	NonMarine
OG0038360	DROS1	NonMarine
OG0038361	DROS1	NonMarine
OG0038362	DROS1	NonMarine
OG0038364	DROS1	NonMarine
OG0038373	DROS1	NonMarine
OG0038379	DROS1	NonMarine
OG0038390	DROS1	NonMarine
OG0038393	ECHI1	NonMarine
OG0038394	ECHI1	NonMarine
OG0038395	ECHI1	NonMarine
OG0038397	ECHI1	NonMarine
OG0038399	ECHI1	NonMarine
OG0038401	ECHI1	NonMarine
OG0038402	ECHI1	NonMarine
OG0038403	ECHI1	NonMarine
OG0038405	ECHI1	NonMarine
OG0038407	ECHI1	NonMarine
OG0038411	ECHI1	NonMarine
OG0038414	ECHI1	NonMarine
OG0038420	ECHI1	NonMarine
OG0038431	ECHL1	Marine
OG0038434	ECHL1	Marine
OG0038436	ECHL1	Marine
OG0038437	ECHL1	Marine
OG0038438	ECHL1	Marine
OG0038439	ECHL1	Marine
OG0038440	ECHL1	Marine
OG0038441	ECHL1	Marine
OG0038442	ECHL1	Marine
OG0038443	ECHL1	Marine
OG0038444	ECHL1	Marine
OG0038451	ENTR1	Marine
OG0038454	ENTR1	Marine
OG0038480	ENTR1	Marine
OG0038513	FCAU1	Marine
OG0038527	FCAU1	Marine
OG0038530	FCAU1	Marine
OG0038533	FCAU1	Marine
OG0038552	FCAU1	Marine
OG0038566	FKUR1	NonMarine
OG0038568	FKUR1	NonMarine
OG0038571	FKUR1	NonMarine
OG0038580	FSAG1	Marine
OG0038582	FSAG1	Marine
OG0038583	FSAG1	Marine
OG0038585	FSAG1	Marine
OG0038587	FSAG1	Marine
OG0038588	FSAG1	Marine
OG0038589	FSAG1	Marine
OG0038592	FSAG1	Marine
OG0038595	FSAG1	Marine
OG0038596	FSAG1	Marine
OG0038598	FSAG1	Marine
OG0038600	FSAG1	Marine
OG0038607	FSAG1	Marine
OG0038620	GAEG1	Marine
OG0038621	GAEG1	Marine
OG0038622	GAEG1	Marine
OG0038625	GAEG1	Marine
OG0038626	GAEG1	Marine
OG0038627	GAEG1	Marine
OG0038638	GEBO1	Marine
OG0038642	GEBO1	Marine
OG0038645	GEBO1	Marine
OG0038672	GPEL1	Marine
OG0038673	GPEL1	Marine
OG0038675	GPEL1	Marine
OG0038678	GPEL1	Marine
OG0038679	GPEL1	Marine
OG0038680	GPEL1	Marine
OG0038681	GPEL1	Marine
OG0038687	GPEL1	Marine
OG0038689	GPEL1	Marine
OG0038691	GPEL1	Marine
OG0038693	GPEL1	Marine
OG0038697	GPEL1	Marine
OG0038698	GPEL1	Marine
OG0038714	GPEL1	Marine
OG0038723	GTOL1	Marine
OG0038724	GTOL1	Marine
OG0038725	GTOL1	Marine
OG0038726	GTOL1	Marine
OG0038729	GTOL1	Marine
OG0038730	GTOL1	Marine
OG0038733	GTOL1	Marine
OG0038734	GTOL1	Marine
OG0038735	GTOL1	Marine
OG0038736	GTOL1	Marine
OG0038737	GTOL1	Marine
OG0038739	GTOL1	Marine
OG0038740	GTOL1	Marine
OG0038741	GTOL1	Marine
OG0038748	GTOL1	Marine
OG0038749	GTOL1	Marine
OG0038750	GTOL1	Marine
OG0038753	GTOL1	Marine
OG0038755	GTOL1	Marine
OG0038758	GTOL1	Marine
OG0038759	GTOL1	Marine
OG0038763	GTOL1	Marine
OG0038764	GTOL1	Marine
OG0038765	GTOL1	Marine
OG0038766	GTOL1	Marine
OG0038769	GTOL1	Marine
OG0038771	GTOL1	Marine
OG0038773	GTOL1	Marine
OG0038775	GTOL1	Marine
OG0038776	GTOL1	Marine
OG0038779	GTOL1	Marine
OG0038782	GTOL1	Marine
OG0038783	GTOL1	Marine
OG0038784	GTOL1	Marine
OG0038791	GTOL1	Marine
OG0038792	GTOL1	Marine
OG0038793	GTOL1	Marine
OG0038794	GTOL1	Marine
OG0038796	GTOL1	Marine
OG0038797	GTOL1	Marine
OG0038798	GTOL1	Marine
OG0038799	GTOL1	Marine
OG0038800	GTOL1	Marine
OG0038803	GTOL1	Marine
OG0038804	GTOL1	Marine
OG0038805	GTOL1	Marine
OG0038807	GTOL1	Marine
OG0038812	GTOL1	Marine
OG0038813	GTOL1	Marine
OG0038818	GTOL1	Marine
OG0038826	GTOL1	Marine
OG0038863	HBRA1	Marine
OG0038866	HBRA1	Marine
OG0038867	HBRA1	Marine
OG0038871	HBRA1	Marine
OG0038873	HBRA1	Marine
OG0038878	HBRA1	Marine
OG0038881	HBRA1	Marine
OG0038883	HBRA1	Marine
OG0038885	HBRA1	Marine
OG0038886	HBRA1	Marine
OG0038889	HBRA1	Marine
OG0038903	HLUC1	NonMarine
OG0038904	HLUC1	NonMarine
OG0038906	HLUC1	NonMarine
OG0038907	HLUC1	NonMarine
OG0038908	HLUC1	NonMarine
OG0038909	HLUC1	NonMarine
OG0038912	LFLA1	NonMarine
OG0038924	SIMA1	Marine
OG0038940	TLIN1	Marine
