sp	habitat
OG0038948	MBIL1	NonMarine
OG0038950	IPYG1	Marine
OG0038955	IPYG1	Marine
OG0038980	KTUN1	Marine
OG0038985	KTUN1	Marine
OG0038988	LFLA1	NonMarine
OG0038989	LFLA1	NonMarine
OG0038993	LFLA1	NonMarine
OG0038994	LFLA1	NonMarine
OG0039012	LGIG1	Marine
OG0039013	LGIG1	Marine
OG0039014	LGIG1	Marine
OG0039016	LGIG1	Marine
OG0039017	LGIG1	Marine
OG0039018	LGIG1	Marine
OG0039023	LGIG1	Marine
OG0039025	LGIG1	Marine
OG0039027	LGIG1	Marine
OG0039030	LGIG1	Marine
OG0039036	LGIG1	Marine
OG0039038	LGIG1	Marine
OG0039044	LGIG1	Marine
OG0039051	LHYA1	Marine
OG0039052	LHYA1	Marine
OG0039053	LHYA1	Marine
OG0039055	LHYA1	Marine
OG0039057	LHYA1	Marine
OG0039059	LHYA1	Marine
OG0039061	LHYA1	Marine
OG0039063	LHYA1	Marine
OG0039064	LHYA1	Marine
OG0039065	LHYA1	Marine
OG0039068	LHYA1	Marine
OG0039069	LHYA1	Marine
OG0039076	LMAX1	NonMarine
OG0039077	LMAX1	NonMarine
OG0039078	LMAX1	NonMarine
OG0039080	LMAX1	NonMarine
OG0039081	LMAX1	NonMarine
OG0039082	LMAX1	NonMarine
OG0039083	LMAX1	NonMarine
OG0039085	LMAX1	NonMarine
OG0039086	LMAX1	NonMarine
OG0039087	LMAX1	NonMarine
OG0039088	LMAX1	NonMarine
OG0039089	LMAX1	NonMarine
OG0039090	LMAX1	NonMarine
OG0039095	LNYA1	NonMarine
OG0039096	LNYA1	NonMarine
OG0039097	LNYA1	NonMarine
OG0039098	LNYA1	NonMarine
OG0039099	LNYA1	NonMarine
OG0039100	LNYA1	NonMarine
OG0039102	LNYA1	NonMarine
OG0039108	LNYA1	NonMarine
OG0039109	LNYA1	NonMarine
OG0039111	LNYA1	NonMarine
OG0039116	LNYA1	NonMarine
OG0039117	LNYA1	NonMarine
OG0039119	LNYA1	NonMarine
OG0039132	LNYA1	NonMarine
OG0039135	LNYA1	NonMarine
OG0039140	LNYA1	NonMarine
OG0039151	LNYA1	NonMarine
OG0039210	LRUG1	Marine
OG0039214	LRUG1	Marine
OG0039219	LRUG1	Marine
OG0039233	LSTA1	NonMarine
OG0039235	LSTA1	NonMarine
OG0039237	LSTA1	NonMarine
OG0039238	LSTA1	NonMarine
OG0039239	LSTA1	NonMarine
OG0039240	LSTA1	NonMarine
OG0039241	LSTA1	NonMarine
OG0039242	LSTA1	NonMarine
OG0039243	LSTA1	NonMarine
OG0039244	LSTA1	NonMarine
OG0039245	LSTA1	NonMarine
OG0039246	LSTA1	NonMarine
OG0039247	LSTA1	NonMarine
OG0039248	LSTA1	NonMarine
OG0039249	LSTA1	NonMarine
OG0039251	LSTA1	NonMarine
OG0039252	LSTA1	NonMarine
OG0039253	LSTA1	NonMarine
OG0039254	LSTA1	NonMarine
OG0039255	LSTA1	NonMarine
OG0039256	LSTA1	NonMarine
OG0039257	LSTA1	NonMarine
OG0039258	LSTA1	NonMarine
OG0039259	LSTA1	NonMarine
OG0039261	LSTA1	NonMarine
OG0039262	LSTA1	NonMarine
OG0039263	LSTA1	NonMarine
OG0039264	LSTA1	NonMarine
OG0039266	LSTA1	NonMarine
OG0039267	LSTA1	NonMarine
OG0039268	LSTA1	NonMarine
OG0039270	LSTA1	NonMarine
OG0039271	LSTA1	NonMarine
OG0039272	LSTA1	NonMarine
OG0039274	LSTA1	NonMarine
OG0039275	LSTA1	NonMarine
OG0039276	LSTA1	NonMarine
OG0039277	LSTA1	NonMarine
OG0039278	LSTA1	NonMarine
OG0039279	LSTA1	NonMarine
OG0039281	LSTA1	NonMarine
OG0039282	LSTA1	NonMarine
OG0039283	LSTA1	NonMarine
OG0039284	LSTA1	NonMarine
OG0039285	LSTA1	NonMarine
OG0039286	LSTA1	NonMarine
OG0039287	LSTA1	NonMarine
OG0039288	LSTA1	NonMarine
OG0039289	LSTA1	NonMarine
OG0039291	LSTA1	NonMarine
OG0039292	LSTA1	NonMarine
OG0039293	LSTA1	NonMarine
OG0039294	LSTA1	NonMarine
OG0039295	LSTA1	NonMarine
OG0039297	LSTA1	NonMarine
OG0039298	LSTA1	NonMarine
OG0039300	LSTA1	NonMarine
OG0039301	LSTA1	NonMarine
OG0039302	LSTA1	NonMarine
OG0039303	LSTA1	NonMarine
OG0039304	LSTA1	NonMarine
OG0039306	LSTA1	NonMarine
OG0039307	LSTA1	NonMarine
OG0039309	LSTA1	NonMarine
OG0039310	LSTA1	NonMarine
OG0039311	LSTA1	NonMarine
OG0039312	LSTA1	NonMarine
OG0039313	LSTA1	NonMarine
OG0039314	LSTA1	NonMarine
OG0039315	LSTA1	NonMarine
OG0039316	LSTA1	NonMarine
OG0039317	LSTA1	NonMarine
OG0039318	LSTA1	NonMarine
OG0039319	LSTA1	NonMarine
OG0039320	LSTA1	NonMarine
OG0039321	LSTA1	NonMarine
OG0039323	LSTA1	NonMarine
OG0039324	LSTA1	NonMarine
OG0039325	LSTA1	NonMarine
OG0039329	MACO1	NonMarine
OG0039330	MACO1	NonMarine
OG0039339	MACO1	NonMarine
OG0039341	MACO1	NonMarine
OG0039346	MACO1	NonMarine
OG0039349	MACO1	NonMarine
OG0039352	MACO1	NonMarine
OG0039380	MARE1	Marine
OG0039382	MARE1	Marine
OG0039385	MARE1	Marine
OG0039390	MBIL1	NonMarine
OG0039391	MBIL1	NonMarine
OG0039408	SVEN1	Marine
OG0039412	MCOR1	Marine
OG0039413	MCOR1	Marine
OG0039414	MCOR1	Marine
OG0039415	MCOR1	Marine
OG0039416	MCOR1	Marine
OG0039417	MCOR1	Marine
OG0039418	MCOR1	Marine
OG0039419	MCOR1	Marine
OG0039420	MCOR1	Marine
OG0039421	MCOR1	Marine
OG0039422	MCOR1	Marine
OG0039424	MCOR1	Marine
OG0039425	MCOR1	Marine
OG0039427	MCOR1	Marine
OG0039428	MCOR1	Marine
OG0039429	MCOR1	Marine
OG0039431	MCOR1	Marine
OG0039432	MCOR1	Marine
OG0039433	MCOR1	Marine
OG0039434	MCOR1	Marine
OG0039435	MCOR1	Marine
OG0039436	MCOR1	Marine
OG0039439	MCOR1	Marine
OG0039440	MCOR1	Marine
OG0039441	MCOR1	Marine
OG0039442	MCOR1	Marine
OG0039443	MCOR1	Marine
OG0039447	MCOR1	Marine
OG0039449	MCOR1	Marine
OG0039450	MCOR1	Marine
OG0039451	MCOR1	Marine
OG0039452	MCOR1	Marine
OG0039453	MCOR1	Marine
OG0039455	MCOR1	Marine
OG0039456	MCOR1	Marine
OG0039457	MCOR1	Marine
OG0039458	MCOR1	Marine
OG0039459	MCOR1	Marine
OG0039460	MCOR1	Marine
OG0039461	MCOR1	Marine
OG0039462	MCOR1	Marine
OG0039463	MCOR1	Marine
OG0039464	MCOR1	Marine
OG0039465	MCOR1	Marine
OG0039466	MCOR1	Marine
OG0039467	MCOR1	Marine
OG0039468	MCOR1	Marine
OG0039469	MCOR1	Marine
OG0039470	MCOR1	Marine
OG0039471	MCOR1	Marine
OG0039472	MCOR1	Marine
OG0039473	MCOR1	Marine
OG0039474	MCOR1	Marine
OG0039475	MCOR1	Marine
OG0039476	MCOR1	Marine
OG0039478	MCOR1	Marine
OG0039479	MCOR1	Marine
OG0039480	MCOR1	Marine
OG0039481	MCOR1	Marine
OG0039482	MCOR1	Marine
OG0039483	MCOR1	Marine
OG0039484	MCOR1	Marine
OG0039485	MCOR1	Marine
OG0039486	MCOR1	Marine
OG0039487	MCOR1	Marine
OG0039488	MCOR1	Marine
OG0039489	MCOR1	Marine
OG0039490	MCOR1	Marine
OG0039491	MCOR1	Marine
OG0039492	MCOR1	Marine
OG0039493	MCOR1	Marine
OG0039494	MCOR1	Marine
OG0039495	MCOR1	Marine
OG0039496	MCOR1	Marine
OG0039497	MCOR1	Marine
OG0039498	MCOR1	Marine
OG0039499	MCOR1	Marine
OG0039500	MCOR1	Marine
OG0039502	MCOR1	Marine
OG0039503	MCOR1	Marine
OG0039504	MCOR1	Marine
OG0039505	MCOR1	Marine
OG0039506	MCOR1	Marine
OG0039507	MCOR1	Marine
OG0039508	MCOR1	Marine
OG0039509	MCOR1	Marine
OG0039510	MCOR1	Marine
OG0039512	MCOR1	Marine
OG0039513	MCOR1	Marine
OG0039514	MCOR1	Marine
OG0039516	MCOR1	Marine
OG0039517	MCOR1	Marine
OG0039518	MCOR1	Marine
OG0039521	MCOR1	Marine
OG0039522	MCOR1	Marine
OG0039523	MCOR1	Marine
OG0039526	MCOR1	Marine
OG0039528	MCOR1	Marine
OG0039530	MCOR1	Marine
OG0039531	MCOR1	Marine
OG0039533	MCOR1	Marine
OG0039534	MCOR1	Marine
OG0039535	MCOR1	Marine
OG0039536	MCOR1	Marine
OG0039537	MCOR1	Marine
OG0039538	MCOR1	Marine
OG0039539	MCOR1	Marine
OG0039541	MCOR1	Marine
OG0039542	MCOR1	Marine
OG0039543	MCOR1	Marine
OG0039544	MCOR1	Marine
OG0039545	MCOR1	Marine
OG0039546	MCOR1	Marine
OG0039547	MCOR1	Marine
OG0039548	MCOR1	Marine
OG0039549	MCOR1	Marine
OG0039550	MCOR1	Marine
OG0039551	MCOR1	Marine
OG0039553	MCOR1	Marine
OG0039554	MCOR1	Marine
OG0039555	MCOR1	Marine
OG0039557	MCOR1	Marine
OG0039559	MCOR1	Marine
OG0039560	MCOR1	Marine
OG0039561	MCOR1	Marine
OG0039562	MCOR1	Marine
OG0039563	MCOR1	Marine
OG0039564	MCOR1	Marine
OG0039565	MCOR1	Marine
OG0039566	MCOR1	Marine
OG0039567	MCOR1	Marine
OG0039569	MCOR1	Marine
OG0039570	MCOR1	Marine
OG0039571	MCOR1	Marine
OG0039572	MCOR1	Marine
OG0039573	MCOR1	Marine
OG0039574	MCOR1	Marine
OG0039575	MCOR1	Marine
OG0039576	MCOR1	Marine
OG0039577	MCOR1	Marine
OG0039578	MCOR1	Marine
OG0039581	MCOR1	Marine
OG0039582	MCOR1	Marine
OG0039583	MCOR1	Marine
OG0039584	MCOR1	Marine
OG0039585	MCOR1	Marine
OG0039586	MCOR1	Marine
OG0039587	MCOR1	Marine
OG0039588	MCOR1	Marine
OG0039589	MCOR1	Marine
OG0039590	MCOR1	Marine
OG0039591	MCOR1	Marine
OG0039592	MCOR1	Marine
OG0039593	MCOR1	Marine
OG0039594	MCOR1	Marine
OG0039595	MCOR1	Marine
OG0039596	MCOR1	Marine
OG0039597	MCOR1	Marine
OG0039598	MCOR1	Marine
OG0039599	MCOR1	Marine
OG0039600	MCOR1	Marine
OG0039601	MCOR1	Marine
OG0039602	MCOR1	Marine
OG0039603	MCOR1	Marine
OG0039605	MCOR1	Marine
OG0039606	MCOR1	Marine
OG0039608	MCOR1	Marine
OG0039609	MCOR1	Marine
OG0039610	MCOR1	Marine
OG0039611	MCOR1	Marine
OG0039612	MCOR1	Marine
OG0039614	MCOR1	Marine
OG0039615	MCOR1	Marine
OG0039616	MCOR1	Marine
OG0039617	MCOR1	Marine
OG0039618	MCOR1	Marine
OG0039620	MCOR1	Marine
OG0039621	MCOR1	Marine
OG0039622	MCOR1	Marine
OG0039623	MCOR1	Marine
OG0039624	MCOR1	Marine
OG0039625	MCOR1	Marine
OG0039626	MCOR1	Marine
OG0039629	MCOR1	Marine
OG0039630	MCOR1	Marine
OG0039631	MCOR1	Marine
OG0039632	MCOR1	Marine
OG0039634	MCOR1	Marine
OG0039635	MCOR1	Marine
OG0039636	MCOR1	Marine
OG0039637	MCOR1	Marine
OG0039638	MCOR1	Marine
OG0039639	MCOR1	Marine
OG0039640	MCOR1	Marine
OG0039641	MCOR1	Marine
OG0039644	MCOR1	Marine
OG0039645	MCOR1	Marine
OG0039646	MCOR1	Marine
OG0039647	MCOR1	Marine
OG0039648	MCOR1	Marine
OG0039649	MCOR1	Marine
OG0039650	MCOR1	Marine
OG0039652	MCOR1	Marine
OG0039653	MCOR1	Marine
OG0039654	MCOR1	Marine
OG0039655	MCOR1	Marine
OG0039656	MCOR1	Marine
OG0039657	MCOR1	Marine
OG0039659	MCOR1	Marine
OG0039660	MCOR1	Marine
OG0039662	MCOR1	Marine
OG0039663	MCOR1	Marine
OG0039665	MCOR1	Marine
OG0039667	MCOR1	Marine
OG0039668	MCOR1	Marine
OG0039669	MCOR1	Marine
OG0039670	MCOR1	Marine
OG0039671	MCOR1	Marine
OG0039672	MCOR1	Marine
OG0039674	MCOR1	Marine
OG0039675	MCOR1	Marine
OG0039676	MCOR1	Marine
OG0039677	MCOR1	Marine
OG0039678	MCOR1	Marine
OG0039680	MCOR1	Marine
OG0039682	MCOR1	Marine
OG0039683	MCOR1	Marine
OG0039684	MCOR1	Marine
OG0039688	MCOR1	Marine
OG0039692	MFOD1	Marine
OG0039698	MFOD1	Marine
OG0039699	MFOD1	Marine
OG0039700	MFOD1	Marine
OG0039704	MFOD1	Marine
OG0039715	MFOD1	Marine
OG0039719	MFOD1	Marine
OG0039728	MFRU1	NonMarine
OG0039729	MFRU1	NonMarine
OG0039730	MFRU1	NonMarine
OG0039732	MFRU1	NonMarine
OG0039733	MFRU1	NonMarine
OG0039735	MFRU1	NonMarine
OG0039736	MFRU1	NonMarine
OG0039737	MFRU1	NonMarine
OG0039738	MFRU1	NonMarine
OG0039739	MFRU1	NonMarine
OG0039740	MFRU1	NonMarine
OG0039741	MFRU1	NonMarine
OG0039742	MFRU1	NonMarine
OG0039743	MFRU1	NonMarine
OG0039744	MFRU1	NonMarine
OG0039745	MFRU1	NonMarine
OG0039746	MFRU1	NonMarine
OG0039747	MFRU1	NonMarine
OG0039748	MHON1	Marine
OG0039749	MHON1	Marine
OG0039750	MHON1	Marine
OG0039751	MHON1	Marine
OG0039752	MHON1	Marine
OG0039755	MHON1	Marine
OG0039756	MHON1	Marine
OG0039757	MHON1	Marine
OG0039758	MHON1	Marine
OG0039760	MHON1	Marine
OG0039761	MHON1	Marine
OG0039762	MHON1	Marine
OG0039766	MHON1	Marine
OG0039767	MHON1	Marine
OG0039768	MHON1	Marine
OG0039769	MHON1	Marine
OG0039770	MHON1	Marine
OG0039771	MHON1	Marine
OG0039773	MHON1	Marine
OG0039774	MHON1	Marine
OG0039775	MHON1	Marine
OG0039776	MHON1	Marine
OG0039778	MHON1	Marine
OG0039779	MHON1	Marine
OG0039780	MHON1	Marine
OG0039782	MHON1	Marine
OG0039783	MHON1	Marine
OG0039784	MHON1	Marine
OG0039788	MHON1	Marine
OG0039789	MHON1	Marine
OG0039790	MHON1	Marine
OG0039791	MHON1	Marine
OG0039792	MHON1	Marine
OG0039793	MHON1	Marine
OG0039794	MHON1	Marine
OG0039795	MHON1	Marine
OG0039796	MHON1	Marine
OG0039797	MHON1	Marine
OG0039798	MHON1	Marine
OG0039800	MHON1	Marine
OG0039801	MHON1	Marine
OG0039803	MHON1	Marine
OG0039804	MHON1	Marine
OG0039806	MLAB1	Marine
OG0039809	MLAB1	Marine
OG0039812	MLAB1	Marine
OG0039818	MMAR1	NonMarine
OG0039819	MMAR1	NonMarine
OG0039820	MMAR1	NonMarine
OG0039821	MMAR1	NonMarine
OG0039822	MMAR1	NonMarine
OG0039823	MMAR1	NonMarine
OG0039824	MMAR1	NonMarine
OG0039825	MMAR1	NonMarine
OG0039826	MMAR1	NonMarine
OG0039827	MMAR1	NonMarine
OG0039829	MMAR1	NonMarine
OG0039830	MMAR1	NonMarine
OG0039831	MMAR1	NonMarine
OG0039832	MMAR1	NonMarine
OG0039833	MMAR1	NonMarine
OG0039834	MMAR1	NonMarine
OG0039835	MMAR1	NonMarine
OG0039836	MMAR1	NonMarine
OG0039837	MMAR1	NonMarine
OG0039838	MMAR1	NonMarine
OG0039839	MMAR1	NonMarine
OG0039840	MMAR1	NonMarine
OG0039842	MMAR1	NonMarine
OG0039843	MMAR1	NonMarine
OG0039844	MMAR1	NonMarine
OG0039846	MMAR1	NonMarine
OG0039847	MMAR1	NonMarine
OG0039848	MMAR1	NonMarine
OG0039849	MMAR1	NonMarine
OG0039850	MMAR1	NonMarine
OG0039851	MMAR1	NonMarine
OG0039852	MMAR1	NonMarine
OG0039853	MMAR1	NonMarine
OG0039854	MMAR1	NonMarine
OG0039855	MMAR1	NonMarine
OG0039856	MMAR1	NonMarine
OG0039857	MMAR1	NonMarine
OG0039858	MMAR1	NonMarine
OG0039859	MMAR1	NonMarine
OG0039860	MMAR1	NonMarine
OG0039861	MMAR1	NonMarine
OG0039862	MMAR1	NonMarine
OG0039863	MMAR1	NonMarine
OG0039864	MMAR1	NonMarine
OG0039865	MMAR1	NonMarine
OG0039866	MMAR1	NonMarine
OG0039867	MMAR1	NonMarine
OG0039868	MMAR1	NonMarine
OG0039869	MMAR1	NonMarine
OG0039870	MMAR1	NonMarine
OG0039871	MMAR1	NonMarine
OG0039873	MMAR1	NonMarine
OG0039874	MMAR1	NonMarine
OG0039875	MMAR1	NonMarine
OG0039877	MMAR1	NonMarine
OG0039878	MMAR1	NonMarine
OG0039879	MMAR1	NonMarine
OG0039880	MMAR1	NonMarine
OG0039881	MMAR1	NonMarine
OG0039882	MMAR1	NonMarine
OG0039883	MMAR1	NonMarine
OG0039884	MMAR1	NonMarine
OG0039885	MMAR1	NonMarine
OG0039887	MMAR1	NonMarine
OG0039888	MMAR1	NonMarine
OG0039893	MSCH1	Marine
OG0039894	MSCH1	Marine
OG0039899	MSWE1	Marine
OG0039900	MSWE1	Marine
OG0039901	MSWE1	Marine
OG0039902	MSWE1	Marine
OG0039903	MSWE1	Marine
OG0039904	MSWE1	Marine
OG0039905	MSWE1	Marine
OG0039906	MSWE1	Marine
OG0039907	MSWE1	Marine
OG0039909	MSWE1	Marine
OG0039911	MSWE1	Marine
OG0039914	MYES1	Marine
OG0039928	NALB1	Marine
OG0039929	NALB1	Marine
OG0039930	NALB1	Marine
OG0039931	NALB1	Marine
OG0039932	NALB1	Marine
OG0039933	NALB1	Marine
OG0039935	NALB1	Marine
OG0039937	NALB1	Marine
OG0039939	NALB1	Marine
OG0039941	NALB1	Marine
OG0039946	NMIR1	Marine
OG0039947	NMIR1	Marine
OG0039948	NMIR1	Marine
OG0039949	NMIR1	Marine
OG0039950	NMIR1	Marine
OG0039951	NMIR1	Marine
OG0039952	NMIR1	Marine
OG0039953	NMIR1	Marine
OG0039954	NMIR1	Marine
OG0039955	NMIR1	Marine
OG0039956	NMIR1	Marine
OG0039957	NMIR1	Marine
OG0039958	NMIR1	Marine
OG0039959	NMIR1	Marine
OG0039960	NMIR1	Marine
OG0039961	NMIR1	Marine
OG0039962	NMIR1	Marine
OG0039963	NMIR1	Marine
OG0039965	NMIR1	Marine
OG0039966	NMIR1	Marine
OG0039967	NMIR1	Marine
OG0039968	NMIR1	Marine
OG0039969	NMIR1	Marine
OG0039970	NMIR1	Marine
OG0039971	NMIR1	Marine
OG0039972	NMIR1	Marine
OG0039973	NMIR1	Marine
OG0039974	NMIR1	Marine
OG0039976	NMIR1	Marine
OG0039977	NMIR1	Marine
OG0039978	NMIR1	Marine
OG0039979	NMIR1	Marine
OG0039980	NMIR1	Marine
OG0039981	NMIR1	Marine
OG0039982	NMIR1	Marine
OG0039983	NMIR1	Marine
OG0039984	NMIR1	Marine
OG0039985	NMIR1	Marine
OG0039986	NMIR1	Marine
OG0039987	NMIR1	Marine
OG0039989	NMIR1	Marine
OG0039990	NMIR1	Marine
OG0039991	NMIR1	Marine
OG0039992	NMIR1	Marine
OG0039994	NMIR1	Marine
OG0039995	NMIR1	Marine
OG0039996	NMIR1	Marine
OG0039997	NMIR1	Marine
OG0039998	NMIR1	Marine
OG0039999	NMIR1	Marine
OG0040000	NMIR1	Marine
OG0040001	NMIR1	Marine
OG0040002	NMIR1	Marine
OG0040003	NMIR1	Marine
OG0040004	NMIR1	Marine
OG0040005	NMIR1	Marine
OG0040006	NMIR1	Marine
OG0040007	NMIR1	Marine
OG0040008	NMIR1	Marine
OG0040009	NMIR1	Marine
OG0040010	NMIR1	Marine
OG0040011	NMIR1	Marine
OG0040013	NMIR1	Marine
OG0040014	NMIR1	Marine
OG0040015	NMIR1	Marine
OG0040016	NMIR1	Marine
OG0040017	NMIR1	Marine
OG0040018	NMIR1	Marine
OG0040019	NMIR1	Marine
OG0040020	NMIR1	Marine
OG0040021	NMIR1	Marine
OG0040023	NMIR1	Marine
OG0040024	NMIR1	Marine
OG0040025	NMIR1	Marine
OG0040026	NMIR1	Marine
OG0040027	NMIR1	Marine
OG0040028	NMIR1	Marine
OG0040029	NMIR1	Marine
OG0040030	NMIR1	Marine
OG0040031	NMIR1	Marine
OG0040032	NMIR1	Marine
OG0040033	NMIR1	Marine
OG0040034	NMIR1	Marine
OG0040035	NMIR1	Marine
OG0040039	NPOM2	Marine
OG0040041	NPOM2	Marine
OG0040044	NTUM1	Marine
OG0040045	NTUM1	Marine
OG0040046	NTUM1	Marine
OG0040047	NTUM1	Marine
OG0040048	NTUM1	Marine
OG0040050	NTUM1	Marine
OG0040051	OBAN1	Marine
OG0040076	ODEL1	Marine
OG0040080	OFLO1	Marine
OG0040081	OFLO1	Marine
OG0040083	OREE1	Marine
OG0040084	OREE1	Marine
OG0040085	OREE1	Marine
OG0040086	OREE1	Marine
OG0040087	OREE1	Marine
OG0040088	OSIN1	Marine
OG0040089	OSIN1	Marine
OG0040090	OSIN1	Marine
OG0040091	OSIN1	Marine
OG0040092	OSIN1	Marine
OG0040108	SGLO1	Marine
OG0040113	PBUC1	Marine
OG0040114	PBUC1	Marine
OG0040115	PBUC1	Marine
OG0040116	PBUC1	Marine
OG0040117	PBUC1	Marine
OG0040118	PBUC1	Marine
OG0040119	PBUC1	Marine
OG0040120	PBUC1	Marine
OG0040121	PBUC1	Marine
OG0040123	PBUC1	Marine
OG0040124	PCAN1	NonMarine
OG0040125	PCAN1	NonMarine
OG0040127	PCAN1	NonMarine
OG0040130	PCAN1	NonMarine
OG0040133	PELE1	NonMarine
OG0040134	PELE1	NonMarine
OG0040135	PELE1	NonMarine
OG0040136	PELE1	NonMarine
OG0040137	PELE1	NonMarine
OG0040138	PELE1	NonMarine
OG0040139	PELE1	NonMarine
OG0040140	PELE1	NonMarine
OG0040141	PFUC1	Marine
OG0040142	PFUC1	Marine
OG0040143	PFUC1	Marine
OG0040144	PFUC1	Marine
OG0040145	PFUC1	Marine
OG0040146	PFUC1	Marine
OG0040147	PFUC1	Marine
OG0040149	PFUC1	Marine
OG0040150	PFUC1	Marine
OG0040151	PFUC1	Marine
OG0040152	PFUC1	Marine
OG0040153	PFUC1	Marine
OG0040154	PFUC1	Marine
OG0040155	PFUC1	Marine
OG0040156	PFUC1	Marine
OG0040157	PFUC1	Marine
OG0040159	PFUC1	Marine
OG0040160	PFUC1	Marine
OG0040161	PFUC1	Marine
OG0040162	PFUC1	Marine
OG0040163	PFUC1	Marine
OG0040164	PFUC1	Marine
OG0040165	PFUC1	Marine
OG0040166	PFUC1	Marine
OG0040167	PFUC1	Marine
OG0040169	PFUC1	Marine
OG0040170	PFUC1	Marine
OG0040171	PFUC1	Marine
OG0040172	PFUC1	Marine
OG0040173	PFUC1	Marine
OG0040175	PFUC1	Marine
OG0040176	PFUC1	Marine
OG0040177	PFUC1	Marine
OG0040178	PFUC1	Marine
OG0040179	PHOY1	Marine
OG0040180	PMAC1	NonMarine
OG0040181	PMAC1	NonMarine
OG0040182	PMAC1	NonMarine
OG0040183	PMAC1	NonMarine
OG0040184	PMAC1	NonMarine
OG0040185	PMAC1	NonMarine
OG0040186	PMAC1	NonMarine
OG0040187	PMAC1	NonMarine
OG0040188	PMAC1	NonMarine
OG0040189	PMAC1	NonMarine
OG0040190	PMAC1	NonMarine
OG0040191	PMAC1	NonMarine
OG0040192	PMAX1	Marine
OG0040193	PMAX1	Marine
OG0040194	PMAX1	Marine
OG0040195	PMAX1	Marine
OG0040197	PPAC1	NonMarine
OG0040198	PPAC1	NonMarine
OG0040200	PQUE1	NonMarine
OG0040201	PQUE1	NonMarine
OG0040202	PQUE1	NonMarine
OG0040203	PQUE1	NonMarine
OG0040204	PQUE1	NonMarine
OG0040205	PQUE1	NonMarine
OG0040206	PQUE1	NonMarine
OG0040207	PSAC1	Marine
OG0040208	PSAC1	Marine
OG0040209	PSAC1	Marine
OG0040210	PSAC1	Marine
OG0040211	PSAC1	Marine
OG0040212	PSAC1	Marine
OG0040214	PSOL1	NonMarine
OG0040215	PSOL1	NonMarine
OG0040216	PSOL1	NonMarine
OG0040217	PSOL1	NonMarine
OG0040218	PSOL1	NonMarine
OG0040220	PSOL1	NonMarine
OG0040221	PULY1	Marine
OG0040222	PULY1	Marine
OG0040223	PULY1	Marine
OG0040224	PULY1	Marine
OG0040225	PULY1	Marine
OG0040226	PULY1	Marine
OG0040285	SBRO1	Marine
OG0040287	SBRO1	Marine
OG0040288	SBRO1	Marine
OG0040289	SBRO1	Marine
OG0040290	SBRO1	Marine
OG0040291	SBRO1	Marine
OG0040292	SBRO1	Marine
OG0040293	SBRO1	Marine
OG0040294	SBRO1	Marine
OG0040295	SBRO1	Marine
OG0040296	SBRO1	Marine
OG0040297	SBRO1	Marine
OG0040298	SCON1	Marine
OG0040299	SCON1	Marine
OG0040300	SCON1	Marine
OG0040301	SCON1	Marine
OG0040302	SCON1	Marine
OG0040303	SCON1	Marine
OG0040304	SCON1	Marine
OG0040305	SGLO1	Marine
OG0040306	SGLO1	Marine
OG0040307	SGLO1	Marine
OG0040308	SGLO1	Marine
OG0040309	SGLO1	Marine
OG0040310	SGLO1	Marine
OG0040311	SGLO1	Marine
OG0040312	SIMA1	Marine
OG0040313	SIMA1	Marine
OG0040314	SIMA1	Marine
OG0040315	SIMA1	Marine
OG0040370	TLIN1	Marine
OG0040377	TLIN1	Marine
OG0040378	SSUL1	Marine
OG0040379	SSUL1	Marine
OG0040380	SSUL1	Marine
OG0040381	SSUL1	Marine
OG0040382	SSUL1	Marine
OG0040383	SSUL1	Marine
OG0040384	SSUL1	Marine
OG0040385	SSUL1	Marine
OG0040386	SSUL1	Marine
OG0040387	SSUL1	Marine
OG0040388	SSUL1	Marine
OG0040389	SSUL1	Marine
OG0040390	SSUL1	Marine
OG0040391	SSUL1	Marine
OG0040392	SSUL1	Marine
OG0040393	SSUL1	Marine
OG0040394	SSUL1	Marine
OG0040395	SSUL1	Marine
OG0040396	SSUL1	Marine
OG0040397	SSUL1	Marine
OG0040398	SVEN1	Marine
OG0040399	SVEN1	Marine
OG0040400	SVEN1	Marine
OG0040401	SVEN1	Marine
OG0040402	SVEN1	Marine
OG0040403	SVEN1	Marine
OG0040404	SVEN1	Marine
OG0040405	SVEN1	Marine
OG0040444	TLIM1	Marine
OG0040445	TLIM1	Marine
OG0040446	TLIM1	Marine
OG0040447	TLIM1	Marine
OG0040448	TLIM1	Marine
OG0040449	TLIM1	Marine
OG0040450	TLIM1	Marine
OG0040451	TLIM1	Marine
OG0040452	TLIM1	Marine
OG0040453	TLIM1	Marine
OG0040454	TLIN1	Marine
OG0040455	TLIN1	Marine
OG0040456	TLIN1	Marine
OG0040457	TLIN1	Marine
OG0040458	TLIN1	Marine
OG0040459	TLIN1	Marine
OG0040460	TLIN1	Marine
OG0040461	TLIN1	Marine
OG0040462	TLIN1	Marine
OG0040463	TLIN1	Marine
OG0040464	TLIN1	Marine
OG0040465	TLIN1	Marine
OG0040466	TLIN1	Marine
OG0040467	TLIN1	Marine
OG0040468	TLIN1	Marine
OG0040469	TLIN1	Marine
OG0040470	TLIN1	Marine
OG0040471	TLIN1	Marine
OG0040472	TLIN1	Marine
OG0040473	TLIN1	Marine
OG0040474	TLIN1	Marine
OG0040475	TLIN1	Marine
OG0040476	TLIN1	Marine
OG0040477	TLIN1	Marine
